     1     1     3     1     6     8     2     4     0     0     1     0     1     0     1     1  1409     0
     2     1     3     1     6     8     2     4     1     0     0     1     1     1     1     0   707     0
     3     1     3     1     6     8     2     4     0     1     0     0     1     1     1     1   647     0
     4     1     3     1     6     8     2     4     1     1     1     1     1     1     1     0   736     0
     5     2     8     1     7     1     3     5     1     0     0     0     1     3     0     1   628     0
     6     2     6     2     3     5     7     1     1     1     0     1     0     2     0     1   717     0
     7     1     4     1     8     2     4     6     1     1     1     1     1     3     0     0   544     0
     8     1     4     1     8     2     4     6     1     1     0     1     1     1     0     0   667     0
     9     1     4     1     8     2     4     6     1     1     0     0     1     1     0     0   417     0
    10     1     1     2     2     4     6     8     1     1     0     1     0     2     0     0   555     0
    11     1     2     2     4     6     8     2     0     0     1     1     1     2     1     1   863     1
    12     1     2     2     4     6     8     2     1     0     1     1     0     1     1     0   772     0
    13     1     4     1     8     2     4     6     0     0     0     1     1     2     1     0   836     0
    14     1     1     2     2     4     6     8     0     1     0     1     1     2     0     1   690     0
    15     2     7     0     5     7     1     3     1     1     1     1     1     3     1     0  1037     1
    16     2     7     0     5     7     1     3     1     0     0     1     1     1     0     1  1500     2
    17     2     6     2     3     5     7     1     1     1     1     0     0     2     0     1   682     0
    18     2     6     2     3     5     7     1     0     1     1     1     1     1     1     0   480     0
    19     1     2     2     4     6     8     2     0     0     0     0     1     3     0     1   743     0
    20     1     3     1     6     8     2     4     1     0     0     1     1     2     1     0   694     0
    21     2     5     0     1     3     5     7     0     1     1     0     1     3     1     1   725     0
    22     2     5     0     1     3     5     7     0     0     1     1     1     1     0     1   484     0
    23     1     3     1     6     8     2     4     1     1     1     0     1     3     1     1   634     1
    24     1     3     1     6     8     2     4     1     1     0     0     1     1     0     0   850     0
    25     1     2     2     4     6     8     2     1     1     1     1     0     2     0     0   606     0
    26     1     2     2     4     6     8     2     1     0     0     0     0     1     0     1   748     0
    27     1     4     1     8     2     4     6     0     0     0     1     1     2     1     0  1300     0
    28     1     4     1     8     2     4     6     1     0     0     0     0     1     1     0   477     0
    29     2     7     0     5     7     1     3     0     1     1     1     0     3     1     1  1055     1
    30     2     7     0     5     7     1     3     0     0     0     0     1     1     0     1   783     0
    31     1     3     1     6     8     2     4     0     1     1     0     0     3     0     1   603     0
    32     1     3     1     6     8     2     4     1     1     0     1     0     1     1     0   655     1
    33     2     8     1     7     1     3     5     1     1     1     1     1     3     0     0   817     0
    34     2     5     0     1     3     5     7     1     1     0     1     1     2     0     0   598     0
    35     1     4     1     8     2     4     6     1     1     1     0     1     3     0     0   520     0
    36     1     1     2     2     4     6     8     1     1     1     0     1     2     0     0   435     0
    37     2     7     0     5     7     1     3     0     1     0     0     1     3     1     0  1500     2
    38     2     8     1     7     1     3     5     0     1     1     1     0     2     0     0   563     0
    39     2     5     0     1     3     5     7     0     1     0     0     0     2     0     0  1232     1
    40     2     8     1     7     1     3     5     0     0     0     0     1     2     0     1   712     0
    41     1     1     2     2     4     6     8     1     1     1     0     0     3     1     1  1067     0
    42     1     3     1     6     8     2     4     1     1     1     0     1     2     0     0   656     0
    43     1     1     2     2     4     6     8     0     1     0     1     0     2     1     0   546     0
    44     1     3     1     6     8     2     4     0     0     0     0     0     2     0     1   558     0
